date,CPIMEDSL,CPIHOSNS,CUSR0000SEMD,AHETPI,MEHOINUSA672N,medical_indexed,wage_indexed,healthcare_burden
1947-01-01,13.2,,,,,17.63330735834354,,
1947-02-01,13.3,,,,,17.766893020149173,,
1947-03-01,13.3,,,,,17.766893020149173,,
1947-04-01,13.4,,,,,17.900478681954805,,
1947-05-01,13.5,,,,,18.034064343760438,,
1947-06-01,13.5,,,,,18.034064343760438,,
1947-07-01,13.5,,,,,18.034064343760438,,
1947-08-01,13.6,,,,,18.16765000556607,,
1947-09-01,13.7,,,,,18.301235667371703,,
1947-10-01,13.8,,,,,18.43482132917734,,
1947-11-01,13.8,,,,,18.43482132917734,,
1947-12-01,13.9,,,,,18.56840699098297,,
1948-01-01,14.0,,,,,18.701992652788604,,
1948-02-01,14.0,,,,,18.701992652788604,,
1948-03-01,14.1,,,,,18.835578314594237,,
1948-04-01,14.3,,,,,19.102749638205506,,
1948-05-01,14.3,,,,,19.102749638205506,,
1948-06-01,14.4,,,,,19.236335300011138,,
1948-07-01,14.5,,,,,19.36992096181677,,
1948-08-01,14.6,,,,,19.503506623622403,,
1948-09-01,14.5,,,,,19.36992096181677,,
1948-10-01,14.6,,,,,19.503506623622403,,
1948-11-01,14.7,,,,,19.637092285428036,,
1948-12-01,14.7,,,,,19.637092285428036,,
1949-01-01,14.7,,,,,19.637092285428036,,
1949-02-01,14.8,,,,,19.77067794723367,,
1949-03-01,14.8,,,,,19.77067794723367,,
1949-04-01,14.8,,,,,19.77067794723367,,
1949-05-01,14.8,,,,,19.77067794723367,,
1949-06-01,14.8,,,,,19.77067794723367,,
1949-07-01,14.8,,,,,19.77067794723367,,
1949-08-01,14.9,,,,,19.9042636090393,,
1949-09-01,14.9,,,,,19.9042636090393,,
1949-10-01,14.9,,,,,19.9042636090393,,
1949-11-01,14.9,,,,,19.9042636090393,,
1949-12-01,14.9,,,,,19.9042636090393,,
1950-01-01,14.9,,,,,19.9042636090393,,
1950-02-01,15.0,,,,,20.03784927084493,,
1950-03-01,14.9,,,,,19.9042636090393,,
1950-04-01,15.0,,,,,20.03784927084493,,
1950-05-01,15.0,,,,,20.03784927084493,,
1950-06-01,15.0,,,,,20.03784927084493,,
1950-07-01,15.1,,,,,20.171434932650563,,
1950-08-01,15.1,,,,,20.171434932650563,,
1950-09-01,15.2,,,,,20.305020594456195,,
1950-10-01,15.3,,,,,20.43860625626183,,
1950-11-01,15.3,,,,,20.43860625626183,,
1950-12-01,15.4,,,,,20.572191918067464,,
1951-01-01,15.4,,,,,20.572191918067464,,
1951-02-01,15.5,,,,,20.705777579873097,,
1951-03-01,15.7,,,,,20.97294890348436,,
1951-04-01,15.7,,,,,20.97294890348436,,
1951-05-01,15.8,,,,,21.106534565289998,,
1951-06-01,15.8,,,,,21.106534565289998,,
1951-07-01,15.8,,,,,21.106534565289998,,
1951-08-01,15.9,,,,,21.24012022709563,,
1951-09-01,15.9,,,,,21.24012022709563,,
1951-10-01,16.0,,,,,21.373705888901263,,
1951-11-01,16.1,,,,,21.507291550706896,,
1951-12-01,16.3,,,,,21.77446287431816,,
1952-01-01,16.3,,,,,21.77446287431816,,
1952-02-01,16.4,,,,,21.908048536123793,,
1952-03-01,16.5,,,,,22.041634197929426,,
1952-04-01,16.5,,,,,22.041634197929426,,
1952-05-01,16.5,,,,,22.041634197929426,,
1952-06-01,16.8,,,,,22.442391183346324,,
1952-07-01,16.9,,,,,22.575976845151956,,
1952-08-01,16.9,,,,,22.575976845151956,,
1952-09-01,16.9,,,,,22.575976845151956,,
1952-10-01,16.9,,,,,22.575976845151956,,
1952-11-01,16.9,,,,,22.575976845151956,,
1952-12-01,17.0,,,,,22.70956250695759,,
1953-01-01,17.0,,,,,22.70956250695759,,
1953-02-01,17.0,,,,,22.70956250695759,,
1953-03-01,17.0,,,,,22.70956250695759,,
1953-04-01,17.1,,,,,22.843148168763225,,
1953-05-01,17.2,,,,,22.976733830568854,,
1953-06-01,17.3,,,,,23.11031949237449,,
1953-07-01,17.3,,,,,23.11031949237449,,
1953-08-01,17.4,,,,,23.24390515418012,,
1953-09-01,17.5,,,,,23.377490815985755,,
1953-10-01,17.5,,,,,23.377490815985755,,
1953-11-01,17.6,,,,,23.51107647779139,,
1953-12-01,17.6,,,,,23.51107647779139,,
1954-01-01,17.6,,,,,23.51107647779139,,
1954-02-01,17.7,,,,,23.64466213959702,,
1954-03-01,17.7,,,,,23.64466213959702,,
1954-04-01,17.8,,,,,23.778247801402657,,
1954-05-01,17.8,,,,,23.778247801402657,,
1954-06-01,17.8,,,,,23.778247801402657,,
